GTFS Stop ID,Stop Name,Daytime-Routes,GTFS Latitude,GTFS Longitude,North Direction Label,South Direction Label,,id
F26,Fort Hamilton Pkwy,F-G,40.65078,-73.97578,Manhattan - Queens,Church Av - Coney Island,,243
F27,Church Av,F-G,40.64404,-73.97968,Manhattan,Coney Island,,244
F29,Ditmas Av,F,40.63612,-73.97817,Manhattan,Coney Island,,245
F30,18 Av,F,40.62976,-73.97697,Manhattan,Coney Island,,246
F31,Avenue I,F,40.62532,-73.97613,Manhattan,Coney Island,,247
F32,Bay Pkwy,F,40.62077,-73.97526,Manhattan,Coney Island,,248
F33,Avenue N,F,40.61514,-73.97420,Manhattan,Coney Island,,249
F34,Avenue P,F,40.60894,-73.97302,Manhattan,Coney Island,,250
F35,Kings Hwy,F,40.60322,-73.97236,Manhattan,Coney Island,,251
F36,Avenue U,F,40.59606,-73.97336,Manhattan,Coney Island,,252
F38,Avenue X,F,40.58962,-73.97425,Manhattan,Coney Island,,253
F39,Neptune Av,F,40.58101,-73.97457,Manhattan,Stillwell Av,,254
F01,Jamaica-179 St,F,40.71265,-73.78382,,Manhattan,,255
F02,169 St,F,40.71047,-73.79360,179 St,Manhattan,,256
F03,Parsons Blvd,F,40.70756,-73.80333,179 St,Manhattan,,257
F04,Sutphin Blvd,F,40.70546,-73.81071,179 St,Manhattan,,258
F05,Briarwood,E-F,40.70918,-73.82057,Jamaica,Manhattan,,259
F06,Kew Gardens-Union Tpke,E-F,40.71444,-73.83101,Jamaica,Manhattan,,260
F07,75 Av,E-F,40.71833,-73.83732,Jamaica,Manhattan,,261
G08,Forest Hills-71 Av,E-F-M-R,40.72169,-73.84452,Jamaica,Manhattan,,262
G09,67 Av,M-R,40.72652,-73.85272,Forest Hills,Manhattan,,263
G10,63 Dr-Rego Park,M-R,40.72985,-73.86160,Forest Hills,Manhattan,,264
G11,Woodhaven Blvd,M-R,40.73311,-73.86923,Forest Hills,Manhattan,,265
G12,Grand Av-Newtown,M-R,40.73702,-73.87722,Forest Hills,Manhattan,,266
G13,Elmhurst Av,M-R,40.74245,-73.88202,Forest Hills,Manhattan,,267
G14,Jackson Hts-Roosevelt Av,E-F-M-R,40.74664,-73.89134,Forest Hills - Jamaica,Manhattan,,268
G15,65 St,M-R,40.74967,-73.89845,Forest Hills,Manhattan,,269
G16,Northern Blvd,M-R,40.75289,-73.90601,Forest Hills,Manhattan,,270
G18,46 St,M-R,40.75631,-73.91333,Forest Hills,Manhattan,,271
G19,Steinway St,M-R,40.75688,-73.92074,Forest Hills,Manhattan,,272
G20,36 St,M-R,40.75204,-73.92878,Forest Hills,Manhattan,,273
G21,Queens Plaza,E-M-R,40.74897,-73.93724,Forest Hills - Jamaica,Manhattan,,274
F09,Court Sq-23 St,E-M,40.74785,-73.94600,Forest Hills - Jamaica,Manhattan,,275
F11,Lexington Av/53 St,E-M,40.75755,-73.96906,Queens,Downtown & Brooklyn,,276
F12,5 Av/53 St,E-M,40.76017,-73.97522,Queens,Downtown & Brooklyn,,277
D14,7 Av,B-D-E,40.76286,-73.98164,Uptown & The Bronx - Queens,Downtown & Brooklyn,,278
G05,Jamaica Center-Parsons/Archer,E-J-Z,40.70215,-73.80111,,Manhattan,,279
G06,Sutphin Blvd-Archer Av-JFK Airport,E-J-Z,40.70049,-73.80797,Jamaica Center,Manhattan,,280
G07,Jamaica-Van Wyck,E,40.70257,-73.81686,Jamaica Center,Manhattan,,281
G22,Court Sq,G,40.74655,-73.94383,,Brooklyn,,282
G24,21 St,G,40.74407,-73.94972,Court Sq,Brooklyn,,283
G26,Greenpoint Av,G,40.73135,-73.95445,Queens,Church Av,,284
G28,Nassau Av,G,40.72464,-73.95128,Queens,Church Av,,285
G29,Metropolitan Av,G,40.71279,-73.95142,Queens,Church Av,,286
G30,Broadway,G,40.70609,-73.95031,Queens,Church Av,,287
G31,Flushing Av,G,40.70038,-73.95023,Queens,Church Av,,288
G32,Myrtle-Willoughby Avs,G,40.69457,-73.94905,Queens,Church Av,,289
G33,Bedford-Nostrand Avs,G,40.68963,-73.95352,Queens,Church Av,,290
G34,Classon Av,G,40.68887,-73.96007,Queens,Church Av,,291
G35,Clinton-Washington Avs,G,40.68809,-73.96684,Queens,Church Av,,292
G36,Fulton St,G,40.68712,-73.97538,Queens,Church Av,,293
101,Van Cortlandt Park-242 St,1-1,40.88925,-73.89858,,Manhattan,,294
103,238 St,1-1,40.88467,-73.90087,242 St,Manhattan,,295
104,231 St,1-1,40.87886,-73.90483,242 St,Manhattan,,296
106,Marble Hill-225 St,1-1,40.87456,-73.90983,242 St,Downtown,,297
107,215 St,1-1,40.86944,-73.91528,The Bronx,Downtown,,298
108,207 St,1-1,40.86462,-73.91882,Uptown & The Bronx,Downtown,,299
109,Dyckman St,1-1,40.86053,-73.92554,Uptown & The Bronx,Downtown,,300
110,191 St,1-1,40.85523,-73.92941,Uptown & The Bronx,Downtown,,301
111,181 St,1-1,40.84951,-73.93360,Uptown & The Bronx,Downtown,,302
112,168 St-Washington Hts,1-1,40.84056,-73.94013,Uptown & The Bronx,Downtown,,303
113,157 St,1-1,40.83404,-73.94489,Uptown & The Bronx,Downtown,,304
114,145 St,1-1,40.82655,-73.95036,Uptown & The Bronx,Downtown,,305
115,137 St-City College,1-1,40.82201,-73.95368,Uptown & The Bronx,Downtown,,306
116,125 St,1-1,40.81558,-73.95837,Uptown & The Bronx,Downtown,,307
117,116 St-Columbia University,1-1,40.80772,-73.96411,Uptown & The Bronx,Downtown,,308
118,Cathedral Pkwy (110 St),1-1,40.80397,-73.96685,Uptown & The Bronx,Downtown,,309
119,103 St,1-1,40.79945,-73.96838,Uptown & The Bronx,Downtown,,310
120,96 St,1-2,40.79392,-73.97232,Uptown & The Bronx,Downtown & Brooklyn,,311
121,86 St,1-1,40.78864,-73.97622,Uptown & The Bronx,Downtown,,312
122,79 St,1-1,40.78393,-73.97992,Uptown & The Bronx,Downtown,,313
123,72 St,1-2,40.77845,-73.98197,Uptown & The Bronx,Downtown & Brooklyn,,314
124,66 St-Lincoln Center,1-1,40.77344,-73.98221,Uptown & The Bronx,Downtown,,315
125,59 St-Columbus Circle,1-1,40.76825,-73.98193,Uptown & The Bronx,Downtown,,316
126,50 St,1-1,40.76173,-73.98385,Uptown & The Bronx,Downtown,,317
127,Times Sq-42 St,1-2,40.75529,-73.98750,Uptown & The Bronx,Downtown & Brooklyn,,318
128,34 St-Penn Station,1-2,40.75037,-73.99106,Uptown & The Bronx,Downtown & Brooklyn,,319
129,28 St,1-1,40.74722,-73.99337,Uptown & The Bronx,Downtown,,320
130,23 St,1-1,40.74408,-73.99566,Uptown & The Bronx,Downtown,,321
131,18 St,1-1,40.74104,-73.99787,Uptown & The Bronx,Downtown,,322
132,14 St,1-2,40.73783,-74.00020,Uptown & The Bronx,Downtown & Brooklyn,,323
133,Christopher St-Sheridan Sq,1-1,40.73342,-74.00291,Uptown & The Bronx,Downtown,,324
134,Houston St,1-1,40.72825,-74.00537,Uptown & The Bronx,Downtown,,325
135,Canal St,1-1,40.72285,-74.00628,Uptown & The Bronx,Downtown,,326
136,Franklin St,1-1,40.71932,-74.00689,Uptown & The Bronx,Downtown,,327
137,Chambers St,1-2,40.71548,-74.00927,Uptown & The Bronx,Downtown & Brooklyn,,328
138,WTC Cortlandt,1-1,40.71184,-74.01219,Uptown & The Bronx,Downtown,,329
139,Rector St,1-1,40.70751,-74.01378,Uptown & The Bronx,Downtown,,330
142,South Ferry,1-1,40.70207,-74.01366,Uptown & The Bronx,,,331
228,Park Place,2-3,40.71305,-74.00881,Uptown & The Bronx,Downtown & Brooklyn,,332
229,Fulton St,2-3,40.70942,-74.00657,Uptown & The Bronx,Downtown & Brooklyn,,333
230,Wall St,2-3,40.70682,-74.00910,Uptown & The Bronx,Brooklyn,,334
231,Clark St,2-3,40.69747,-73.99309,Manhattan,Flatbush - New Lots,,335
232,Borough Hall,2-3,40.69322,-73.99000,Manhattan,Flatbush - New Lots,,336
233,Hoyt St,2-3,40.69055,-73.98507,Manhattan,Flatbush - New Lots,,337
234,Nevins St,2-3-4-5,40.68825,-73.98049,Manhattan,Flatbush - Utica - New Lots,,338
235,Atlantic Av-Barclays Ctr,2-3-4-5,40.68436,-73.97767,Manhattan,Flatbush - New Lots,,339
236,Bergen St,2-3,40.68083,-73.97510,Manhattan,Flatbush - New Lots,,340
237,Grand Army Plaza,2-3,40.67524,-73.97105,Manhattan,Flatbush - New Lots,,341
238,Eastern Pkwy-Brooklyn Museum,2-3,40.67199,-73.96438,Manhattan,Flatbush - New Lots,,342
239,Franklin Avenue-Medgar Evers College,2-3-4-5,40.67068,-73.95813,Manhattan,Flatbush - Utica - New Lots,,343
248,Nostrand Av,1-3,40.66985,-73.95047,Manhattan,New Lots,,344
249,Kingston Av,1-3,40.66940,-73.94216,Manhattan,New Lots,,345
250,Crown Hts-Utica Av,3-4,40.66890,-73.93294,Manhattan,New Lots,,346
251,Sutter Av-Rutland Rd,1-3,40.66472,-73.92261,Manhattan,New Lots,,347
252,Saratoga Av,1-3,40.66145,-73.91633,Manhattan,New Lots,,348
253,Rockaway Av,1-3,40.66255,-73.90895,Manhattan,New Lots,,349
254,Junius St,1-3,40.66352,-73.90245,Manhattan,New Lots,,350
255,Pennsylvania Av,1-3,40.66464,-73.89490,Manhattan,New Lots,,351
256,Van Siclen Av,1-3,40.66545,-73.88940,Manhattan,New Lots,,352
257,New Lots Av,1-3,40.66624,-73.88408,Manhattan,,,353
241,President Street-Medgar Evers College,2-5,40.66788,-73.95068,Manhattan,Flatbush,,354
242,Sterling St,2-5,40.66274,-73.95085,Manhattan,Flatbush,,355
243,Winthrop St,2-5,40.65665,-73.95020,Manhattan,Flatbush,,356
244,Church Av,2-5,40.65084,-73.94958,Manhattan,Flatbush,,357
245,Beverly Rd,2-5,40.64510,-73.94896,Manhattan,Flatbush,,358
246,Newkirk Av - Little Haiti,2-5,40.63997,-73.94841,Manhattan,Flatbush,,359
247,Flatbush Av-Brooklyn College,2-5,40.63284,-73.94764,Manhattan,,,360
601,Pelham Bay Park,1-6,40.85246,-73.82812,,Manhattan,,361
602,Buhre Av,1-6,40.84681,-73.83257,Pelham Bay Park,Manhattan,,362
603,Middletown Rd,1-6,40.84386,-73.83632,Pelham Bay Park,Manhattan,,363
604,Westchester Sq-E Tremont Av,1-6,40.83989,-73.84295,Pelham Bay Park,Manhattan,,364
606,Zerega Av,1-6,40.83649,-73.84704,Pelham Bay Park,Manhattan,,365
607,Castle Hill Av,1-6,40.83426,-73.85122,Pelham Bay Park,Manhattan,,366
608,Parkchester,1-6,40.83323,-73.86082,Pelham Bay Park,Manhattan,,367
609,St Lawrence Av,1-6,40.83151,-73.86762,Pelham Bay Park,Manhattan,,368
610,Morrison Av-Soundview,1-6,40.82952,-73.87452,Pelham Bay Park,Manhattan,,369
611,Elder Av,1-6,40.82858,-73.87916,Pelham Bay Park,Manhattan,,370
612,Whitlock Av,1-6,40.82653,-73.88628,Pelham Bay Park,Manhattan,,371
613,Hunts Point Av,1-6,40.82095,-73.89055,Pelham Bay Park,Manhattan,,372
614,Longwood Av,1-6,40.81610,-73.89644,Pelham Bay Park,Manhattan,,373
615,E 149 St,1-6,40.81212,-73.90410,Pelham Bay Park,Manhattan,,374
616,E 143 St-St Mary's St,1-6,40.80872,-73.90766,Pelham Bay Park,Manhattan,,375
617,Cypress Av,1-6,40.80537,-73.91404,Pelham Bay Park,Manhattan,,376
618,Brook Av,1-6,40.80757,-73.91924,Pelham Bay Park,Manhattan,,377
619,3 Av-138 St,1-6,40.81048,-73.92614,Pelham Bay Park,Manhattan,,378
401,Woodlawn,1-4,40.88604,-73.87875,,Manhattan,,379
402,Mosholu Pkwy,1-4,40.87975,-73.88466,Woodlawn,Manhattan,,380
405,Bedford Park Blvd-Lehman College,1-4,40.87341,-73.89006,Woodlawn,Manhattan,,381
406,Kingsbridge Rd,1-4,40.86776,-73.89717,Woodlawn,Manhattan,,382
407,Fordham Rd,1-4,40.86280,-73.90103,Woodlawn,Manhattan,,383
408,183 St,1-4,40.85841,-73.90388,Woodlawn,Manhattan,,384
409,Burnside Av,1-4,40.85345,-73.90768,Woodlawn,Manhattan,,385
410,176 St,1-4,40.84848,-73.91179,Woodlawn,Manhattan,,386
411,Mt Eden Av,1-4,40.84443,-73.91469,Woodlawn,Manhattan,,387
412,170 St,1-4,40.84008,-73.91779,Woodlawn,Manhattan,,388
413,167 St,1-4,40.83554,-73.92140,Woodlawn,Manhattan,,389
414,161 St-Yankee Stadium,1-4,40.82799,-73.92583,Woodlawn,Manhattan,,390
415,149 St-Grand Concourse,1-4,40.81838,-73.92735,Woodlawn,Manhattan,,391
416,138 St-Grand Concourse,4-5,40.81322,-73.92985,Woodlawn - Eastchester Dyre Av,Manhattan,,392
621,125 St,4-5,40.80414,-73.93759,The Bronx,Downtown & Brooklyn,,393
622,116 St,1-6,40.79863,-73.94162,Uptown & The Bronx,Downtown,,394
623,110 St,1-6,40.79502,-73.94425,Uptown & The Bronx,Downtown,,395
624,103 St,1-6,40.79060,-73.94748,Uptown & The Bronx,Downtown,,396
625,96 St,1-6,40.78567,-73.95107,Uptown & The Bronx,Downtown,,397
626,86 St,4-5,40.77949,-73.95559,Uptown & The Bronx,Downtown & Brooklyn,,398
627,77 St,1-6,40.77362,-73.95987,Uptown & The Bronx,Downtown,,399
628,68 St-Hunter College,1-6,40.76814,-73.96387,Uptown & The Bronx,Downtown,,400
629,59 St,4-5,40.76253,-73.96797,Uptown & The Bronx,Downtown & Brooklyn,,401
630,51 St,1-6,40.75711,-73.97192,Uptown & The Bronx,Downtown,,402
631,Grand Central-42 St,4-5,40.75178,-73.97685,Uptown & The Bronx,Downtown & Brooklyn,,403
632,33 St,1-6,40.74608,-73.98208,Uptown & The Bronx,Downtown,,404
633,28 St,1-6,40.74307,-73.98426,Uptown & The Bronx,Downtown,,405
634,23 St,1-6,40.73986,-73.98660,Uptown & The Bronx,Downtown,,406
635,14 St-Union Sq,4-5,40.73467,-73.98995,Uptown & The Bronx,Downtown & Brooklyn,,407
636,Astor Pl,1-6,40.73005,-73.99107,Uptown & The Bronx,Downtown,,408
637,Bleecker St,1-6,40.72592,-73.99466,Uptown & The Bronx,Downtown,,409
638,Spring St,1-6,40.72230,-73.99714,Uptown & The Bronx,Downtown,,410
639,Canal St,1-6,40.71880,-74.00019,Uptown & The Bronx,Downtown,,411
640,Brooklyn Bridge-City Hall,4-5,40.71307,-74.00413,Uptown & The Bronx,Downtown & Brooklyn,,412
418,Fulton St,4-5,40.71037,-74.00951,Uptown & The Bronx,Downtown & Brooklyn,,413
419,Wall St,4-5,40.70756,-74.01186,Uptown & The Bronx,Downtown & Brooklyn,,414
420,Bowling Green,4-5,40.70482,-74.01407,Uptown & The Bronx,Brooklyn,,415
423,Borough Hall,4-5,40.69240,-73.99015,Manhattan,Flatbush - Utica,,416
201,Wakefield-241 St,1-2,40.90313,-73.85062,,Manhattan,,417
204,Nereid Av,2-5,40.89838,-73.85438,Wakefield - 241 St,Manhattan,,418
205,233 St,2-5,40.89319,-73.85747,Wakefield - 241 St,Manhattan,,419
206,225 St,2-5,40.88802,-73.86034,Wakefield - 241 St,Manhattan,,420
207,219 St,2-5,40.88390,-73.86263,Wakefield - 241 St,Manhattan,,421
208,Gun Hill Rd,2-5,40.87785,-73.86626,Wakefield - 241 St,Manhattan,,422
209,Burke Av,2-5,40.87136,-73.86716,Wakefield - 241 St,Manhattan,,423
210,Allerton Av,2-5,40.86546,-73.86735,Wakefield - 241 St,Manhattan,,424
211,Pelham Pkwy,2-5,40.85719,-73.86762,Wakefield - 241 St,Manhattan,,425
212,Bronx Park East,2-5,40.84883,-73.86846,Wakefield - 241 St,Manhattan,,426
213,E 180 St,2-5,40.84189,-73.87349,Wakefield - Eastchester,Manhattan,,427
214,West Farms Sq-E Tremont Av,2-5,40.84030,-73.88005,Wakefield - Eastchester,Manhattan,,428
215,174 St,2-5,40.83729,-73.88773,Wakefield - Eastchester,Manhattan,,429
216,Freeman St,2-5,40.82999,-73.89187,Wakefield - Eastchester,Manhattan,,430
217,Simpson St,2-5,40.82407,-73.89306,Wakefield - Eastchester,Manhattan,,431
218,Intervale Av,2-5,40.82218,-73.89674,Wakefield - Eastchester,Manhattan,,432
219,Prospect Av,2-5,40.81959,-73.90177,Wakefield - Eastchester,Manhattan,,433
220,Jackson Av,2-5,40.81649,-73.90781,Wakefield - Eastchester,Manhattan,,434
221,3 Av-149 St,2-5,40.81611,-73.91776,Wakefield - Eastchester,Manhattan,,435
222,149 St-Grand Concourse,2-5,40.81841,-73.92672,Wakefield - Eastchester,Manhattan,,436
301,Harlem-148 St,1-3,40.82388,-73.93647,,Downtown & Brooklyn,,437
302,145 St,1-3,40.82042,-73.93625,148 St,Downtown & Brooklyn,,438
224,135 St,2-3,40.81423,-73.94077,Uptown & The Bronx,Downtown & Brooklyn,,439
225,125 St,2-3,40.80775,-73.94550,Uptown & The Bronx,Downtown & Brooklyn,,440
226,116 St,2-3,40.80210,-73.94963,Uptown & The Bronx,Downtown & Brooklyn,,441
227,Central Park North (110 St),2-3,40.79908,-73.95182,Uptown & The Bronx,Downtown & Brooklyn,,442
501,Eastchester-Dyre Av,1-5,40.88830,-73.83083,,Manhattan,,443
502,Baychester Av,1-5,40.87866,-73.83859,Eastchester - Dyre Av,Manhattan,,444
503,Gun Hill Rd,1-5,40.86953,-73.84638,Eastchester - Dyre Av,Manhattan,,445
504,Pelham Pkwy,1-5,40.85899,-73.85536,Eastchester - Dyre Av,Manhattan,,446
505,Morris Park,1-5,40.85436,-73.86050,Eastchester - Dyre Av,Manhattan,,447
701,Flushing-Main St,1-7,40.75960,-73.83003,,Manhattan,,448
702,Mets-Willets Point,1-7,40.75462,-73.84563,Flushing,Manhattan,,449
705,111 St,1-7,40.75173,-73.85533,Flushing,Manhattan,,450
706,103 St-Corona Plaza,1-7,40.74987,-73.86270,Flushing,Manhattan,,451
707,Junction Blvd,1-7,40.74915,-73.86953,Flushing,Manhattan,,452
708,90 St-Elmhurst Av,1-7,40.74841,-73.87661,Flushing,Manhattan,,453
709,82 St-Jackson Hts,1-7,40.74766,-73.88370,Flushing,Manhattan,,454
710,74 St-Broadway,1-7,40.74685,-73.89139,Flushing,Manhattan,,455
711,69 St,1-7,40.74633,-73.89640,Flushing,Manhattan,,456
712,Woodside-61 St,1-7,40.74563,-73.90298,Flushing,Manhattan,,457
713,52 St,1-7,40.74415,-73.91255,Flushing,Manhattan,,458
714,46 St-Bliss St,1-7,40.74313,-73.91844,Flushing,Manhattan,,459
715,40 St-Lowery St,1-7,40.74378,-73.92402,Flushing,Manhattan,,460
716,33 St-Rawson St,1-7,40.74459,-73.93100,Flushing,Manhattan,,461
718,Queensboro Plaza,1-7,40.75058,-73.94020,Astoria - Flushing,Manhattan,,462
R09,Queensboro Plaza,N-W,40.75058,-73.94020,Astoria - Flushing,Manhattan,,463
719,Court Sq,1-7,40.74702,-73.94526,Flushing,Manhattan,,464
720,Hunters Point Av,1-7,40.74222,-73.94892,Flushing,Manhattan,,465
721,Vernon Blvd-Jackson Av,1-7,40.74263,-73.95358,Flushing,Manhattan,,466
723,Grand Central-42 St,1-7,40.75143,-73.97604,Queens,34 St - Hudson Yards,,467
724,5 Av,1-7,40.75382,-73.98196,Queens,34 St - Hudson Yards,,468
725,Times Sq-42 St,1-7,40.75548,-73.98769,Queens,34 St - Hudson Yards,,469
902,Times Sq-42 St,S,40.75598,-73.98623,,Grand Central,,470
901,Grand Central-42 St,S,40.75277,-73.97919,Times Sq,,,471
726,34 St-Hudson Yards,1-7,40.75588,-74.00191,Queens,,,472
Q05,96 St,Q,40.78432,-73.94715,,Downtown & Brooklyn,,473
Q04,86 St,Q,40.77789,-73.95179,Uptown,Downtown & Brooklyn,,474
Q03,72 St,Q,40.76880,-73.95842,Uptown,Downtown & Brooklyn,,475
S31,St George,SIR,40.64375,-74.07364,,Tottenville,,476
S30,Tompkinsville,SIR,40.63695,-74.07484,St George,Tottenville,,477
S29,Stapleton,SIR,40.62792,-74.07516,St George,Tottenville,,478
S28,Clifton,SIR,40.62132,-74.07140,St George,Tottenville,,479
S27,Grasmere,SIR,40.60312,-74.08409,St George,Tottenville,,480
S26,Old Town,SIR,40.59661,-74.08737,St George,Tottenville,,481
S25,Dongan Hills,SIR,40.58885,-74.09609,St George,Tottenville,,482
S24,Jefferson Av,SIR,40.58359,-74.10334,St George,Tottenville,,483
S23,Grant City,SIR,40.57897,-74.10970,St George,Tottenville,,484
S22,New Dorp,SIR,40.57348,-74.11721,St George,Tottenville,,485
S21,Oakwood Heights,SIR,40.56511,-74.12632,St George,Tottenville,,486
S20,Bay Terrace,SIR,40.55640,-74.13691,St George,Tottenville,,487
S19,Great Kills,SIR,40.55123,-74.15140,St George,Tottenville,,488
S18,Eltingville,SIR,40.54460,-74.16457,St George,Tottenville,,489
S17,Annadale,SIR,40.54046,-74.17822,St George,Tottenville,,490
S16,Huguenot,SIR,40.53367,-74.19179,St George,Tottenville,,491
S15,Prince's Bay,SIR,40.52551,-74.20006,St George,Tottenville,,492
S14,Pleasant Plains,SIR,40.52241,-74.21785,St George,Tottenville,,493
S13,Richmond Valley,SIR,40.51963,-74.22914,St George,Tottenville,,494
S09,Tottenville,SIR,40.51276,-74.25196,St George,,,495
S11,Arthur Kill,SIR,40.51658,-74.24210,St George,Tottenville,,496
